Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea
OG0015546		Cre19.g751097.t1.1			
OG0015547		Cre16.g669250.t2.1			
OG0015548		Cre09.g394701.t1.1			
OG0015549		Cre17.g717500.t1.2			
OG0015550		Cre07.g312701.t1.1			
OG0015551		Cre08.g361800.t1.2			
OG0015552		Cre12.g489350.t1.1			
OG0015553		Cre09.g409850.t1.2			
OG0015554		Cre16.g653200.t1.1			
OG0015555		Cre14.g625000.t1.1			
OG0015556		Cre07.g325742.t1.1			
OG0015557		Cre02.g104300.t1.1			
OG0015558		Cre17.g708013.t1.1			
OG0015559		Cre12.g541352.t1.1			
OG0015560		Cre03.g201500.t1.2			
OG0015561		Cre12.g526295.t1.1			
OG0015562		Cre11.g481082.t2.1			
OG0015563		Cre09.g386800.t1.2			
OG0015564		Cre12.g553450.t1.1			
OG0015565		Cre08.g359166.t1.1			
OG0015566		Cre04.g217948.t2.1			
OG0015567		Cre12.g490600.t1.2			
OG0015568		Cre08.g369950.t1.1			
OG0015569		Cre09.g412150.t1.1			
OG0015570		Cre04.g216203.t1.1			
OG0015571		Cre10.g461400.t1.1			
OG0015572		Cre06.g297049.t1.1			
OG0015573		Cre07.g328075.t1.1			
OG0015574		Cre13.g562400.t1.2			
OG0015575		Cre26.g756847.t1.1			
OG0015576		Cre09.g395473.t1.1			
OG0015577		Cre09.g397500.t1.2			
OG0015578		Cre03.g178400.t1.1			
OG0015579		Cre10.g418750.t1.1			
OG0015580		Cre09.g398050.t1.1			
OG0015581		Cre12.g561400.t1.2			
OG0015582		Cre10.g418500.t1.1			
OG0015583		Cre13.g562031.t1.1			
OG0015584		Cre16.g690431.t2.1			
OG0015585		Cre01.g030950.t1.1			
OG0015586		Cre10.g459950.t1.1			
OG0015587		Cre27.g757197.t1.1			
OG0015588		Cre16.g688202.t1.1			
OG0015589		Cre06.g266800.t1.1			
OG0015590		Cre09.g415050.t2.1			
OG0015591		Cre12.g544300.t1.2			
OG0015592		Cre17.g696650.t1.1			
OG0015593		Cre08.g365351.t1.1			
OG0015594		Cre17.g740300.t1.1			
OG0015595		Cre13.g569550.t1.1			
OG0015596		Cre01.g031250.t1.2			
OG0015597		Cre03.g153400.t1.2			
OG0015598		Cre12.g526559.t1.1			
OG0015599		Cre15.g641800.t1.2			
OG0015600		Cre04.g213251.t1.1			
OG0015601		Cre02.g142050.t1.2			
OG0015602		Cre14.g633789.t1.2			
OG0015603		Cre04.g217981.t1.1			
OG0015604		Cre19.g751147.t6.1			
OG0015605		Cre04.g226250.t3.1			
OG0015606		Cre12.g551127.t1.1			
OG0015607		Cre02.g146200.t1.1			
OG0015608		Cre06.g276350.t1.1			
OG0015609		Cre12.g559054.t1.1			
OG0015610		Cre07.g329450.t1.2			
OG0015611		Cre01.g068742.t1.1			
OG0015612		Cre12.g542700.t1.2			
OG0015613		Cre11.g467652.t1.1			
OG0015614		Cre08.g373349.t3.1			
OG0015615		Cre03.g186050.t1.1			
OG0015616		Cre37.g759797.t1.1			
OG0015617		Cre09.g388700.t1.1			
OG0015618		Cre07.g329950.t1.1			
OG0015619		Cre04.g220600.t1.1			
OG0015620		Cre03.g159016.t3.1			
OG0015621		Cre17.g713260.t1.2			
OG0015622		Cre09.g398919.t1.1			
OG0015623		Cre14.g622000.t1.1			
OG0015624		Cre04.g217300.t1.2			
OG0015625		Cre01.g012900.t1.1			
OG0015626		Cre13.g566500.t2.1			
OG0015627		Cre13.g577026.t1.1			
OG0015628		Cre12.g546877.t2.1			
OG0015629		Cre01.g014300.t2.1			
OG0015630		Cre07.g344172.t1.2			
OG0015631		Cre01.g055436.t1.1			
OG0015632		Cre11.g468383.t1.1			
OG0015633		Cre16.g679051.t1.1			
OG0015634		Cre03.g197200.t1.1			
OG0015635		Cre09.g389134.t1.1			
OG0015636		Cre06.g259350.t1.2			
OG0015637		Cre14.g618550.t1.2			
OG0015638		Cre09.g394362.t1.1			
OG0015639		Cre17.g722851.t1.1			
OG0015640		Cre14.g624700.t1.2			
OG0015641		Cre12.g507002.t1.2			
OG0015642		Cre03.g200351.t1.1			
OG0015643		Cre08.g373372.t1.1			
OG0015644		Cre07.g327226.t1.1			
OG0015645		Cre04.g219050.t1.1			
OG0015646		Cre13.g573850.t1.1			
OG0015647		Cre09.g401626.t1.1			
OG0015648		Cre13.g571050.t1.1			
OG0015649		Cre07.g335650.t1.1			
OG0015650		Cre03.g170050.t1.1			
OG0015651		Cre17.g700425.t1.2			
OG0015652		Cre09.g392097.t1.1			
OG0015653		Cre12.g545619.t1.2			
OG0015654		Cre07.g356200.t1.1			
OG0015655		Cre10.g461575.t1.1			
OG0015656		Cre07.g356101.t1.1			
OG0015657		Cre14.g632759.t1.1			
OG0015658		Cre09.g415750.t1.2			
OG0015659		Cre17.g743997.t1.1			
OG0015660		Cre08.g371200.t1.2			
OG0015661		Cre09.g410300.t1.1			
OG0015662		Cre08.g383200.t1.2			
OG0015663		Cre11.g467570.t1.1			
OG0015664		Cre09.g399104.t1.1			
OG0015665		Cre06.g295826.t1.1			
OG0015666		Cre01.g029900.t1.2			
OG0015667		Cre09.g411150.t1.1			
OG0015668		Cre14.g611450.t1.1			
OG0015669		Cre09.g412201.t2.1			
OG0015670		Cre07.g328750.t1.2			
OG0015671		Cre07.g320000.t1.2			
OG0015672		Cre03.g160600.t1.1			
OG0015673		Cre08.g366300.t1.1			
OG0015674		Cre16.g653750.t1.2			
OG0015675		Cre08.g383650.t1.2			
OG0015676		Cre06.g280650.t1.2			
OG0015677		Cre12.g540351.t1.1			
OG0015678		Cre10.g419100.t1.1			
OG0015679		Cre04.g224650.t1.1			
OG0015680		Cre16.g688200.t1.1			
OG0015681		Cre06.g249950.t1.1			
OG0015682		Cre13.g562900.t1.2			
OG0015683		Cre14.g633600.t2.1			
OG0015684		Cre06.g254100.t1.1			
OG0015685		Cre26.g756597.t1.1			
OG0015686		Cre06.g278262.t1.1			
OG0015687		Cre13.g568000.t1.2			
OG0015688		Cre03.g181750.t1.2			
OG0015689		Cre17.g708038.t1.2			
OG0015690		Cre07.g354600.t1.1			
OG0015691		Cre05.g241600.t1.2			
OG0015692		Cre03.g174076.t1.1			
OG0015693		Cre04.g225450.t1.2			
OG0015694		Cre09.g395900.t1.2			
OG0015695		Cre09.g405450.t1.2			
OG0015696		Cre12.g501702.t1.1			
OG0015697		Cre04.g222250.t1.2			
OG0015698		Cre02.g142466.t1.1			
OG0015699		Cre02.g143247.t1.1			
OG0015700		Cre03.g158850.t1.1			
OG0015701		Cre13.g588600.t1.1			
OG0015702		Cre16.g693800.t1.1			
OG0015703		Cre09.g403050.t1.1			
OG0015704		Cre08.g362076.t1.1			
OG0015705		Cre07.g345050.t1.2			
OG0015706		Cre08.g361150.t1.2			
OG0015707		Cre16.g656950.t2.1			
OG0015708		Cre10.g422500.t1.1			
OG0015709		Cre12.g512790.t1.1			
OG0015710		Cre16.g671700.t1.1			
OG0015711		Cre07.g343050.t1.2			
OG0015712		Cre02.g076950.t1.1			
OG0015713		Cre10.g462050.t1.1			
OG0015714		Cre08.g361500.t1.2			
OG0015715		Cre06.g282826.t1.1			
OG0015716		Cre01.g052500.t1.1			
OG0015717		Cre14.g609010.t1.1			
OG0015718		Cre17.g706550.t1.1			
OG0015719		Cre13.g568467.t2.1			
OG0015720		Cre01.g032450.t1.2			
OG0015721		Cre03.g194350.t1.2			
OG0015722		Cre01.g007400.t1.1			
OG0015723		Cre14.g632350.t1.1			
OG0015724		Cre01.g041426.t1.1			
OG0015725		Cre17.g719900.t1.2			
OG0015726		Cre01.g011550.t1.1			
OG0015727		Cre01.g012800.t1.1			
OG0015728		Cre08.g382575.t1.1			
OG0015729		Cre14.g631950.t1.2			
OG0015730		Cre04.g217200.t1.1			
OG0015731		Cre03.g204600.t1.1			
OG0015732		Cre01.g038300.t1.2			
OG0015733		Cre08.g371800.t1.2			
OG0015734		Cre13.g577800.t1.1			
OG0015735		Cre09.g394600.t1.2			
OG0015736		Cre05.g239700.t1.2			
OG0015737		Cre17.g706000.t1.1			
OG0015738		Cre03.g186400.t2.1			
OG0015739		Cre17.g740187.t1.1			
OG0015740		Cre02.g093017.t1.1			
OG0015741		Cre06.g259250.t1.1			
OG0015742		Cre01.g002600.t1.2			
OG0015743		Cre13.g584135.t1.1			
OG0015744		Cre04.g228250.t1.1			
OG0015745		Cre10.g462750.t1.1			
OG0015746		Cre10.g462901.t1.1			
OG0015747		Cre11.g468063.t1.1			
OG0015748		Cre06.g277250.t1.2			
OG0015749		Cre13.g563800.t1.1			
OG0015750		Cre03.g204751.t1.1			
OG0015751		Cre17.g733050.t1.2			
OG0015752		Cre09.g391050.t1.1			
OG0015753		Cre12.g499000.t1.2			
OG0015754		Cre14.g622650.t1.1			
OG0015755		Cre02.g143287.t1.1			
OG0015756		Cre01.g009550.t1.1			
OG0015757		Cre10.g423350.t1.2			
OG0015758		Cre03.g173650.t1.2			
OG0015759		Cre08.g385150.t1.1			
OG0015760		Cre06.g253903.t1.1			
OG0015761		Cre02.g143387.t1.1			
OG0015762		Cre12.g492050.t1.2			
OG0015763		Cre10.g462500.t1.1			
OG0015764		Cre08.g373374.t1.1			
OG0015765		Cre06.g292900.t1.1			
OG0015766		Cre10.g429550.t1.2			
OG0015767		Cre16.g690207.t2.1			
OG0015768		Cre11.g467637.t1.1			
OG0015769		Cre08.g384100.t1.1			
OG0015770		Cre13.g583861.t1.1			
OG0015771		Cre17.g741800.t1.1			
OG0015772		Cre17.g701950.t1.2			
OG0015773		Cre16.g685600.t1.2			
OG0015774		Cre12.g511200.t1.2			
OG0015775		Cre01.g022900.t1.1			
OG0015776		Cre01.g010201.t1.1			
OG0015777		Cre04.g227251.t1.1			
OG0015778		Cre09.g390604.t1.1			
OG0015779		Cre14.g610200.t1.1			
OG0015780		Cre16.g677550.t1.1			
OG0015781		Cre09.g411525.t3.1			
OG0015782		Cre09.g413200.t2.1			
OG0015783		Cre01.g046324.t1.1			
OG0015784		Cre12.g502150.t1.2			
OG0015785		Cre03.g182350.t1.2			
OG0015786		Cre12.g501350.t1.2			
OG0015787		Cre05.g241640.t2.1			
OG0015788		Cre03.g144827.t1.1			
OG0015789		Cre12.g499205.t1.1			
OG0015790		Cre03.g177100.t1.2			
OG0015791		Cre18.g748097.t1.1			
OG0015792		Cre09.g392105.t1.2			
OG0015793		Cre16.g648550.t1.2			
OG0015794		Cre06.g287350.t1.1			
OG0015795		Cre17.g709700.t1.2			
OG0015796		Cre14.g615618.t1.1			
OG0015797		Cre07.g332066.t1.2			
OG0015798		Cre03.g143827.t1.1			
OG0015799		Cre05.g233850.t1.1			
OG0015800		Cre03.g196750.t1.1			
OG0015801		Cre06.g268976.t1.1			
OG0015802		Cre03.g206650.t1.2			
OG0015803		Cre04.g226400.t1.2			
OG0015804		Cre06.g278088.t1.1			
OG0015805		Cre07.g328226.t1.1			
OG0015806		Cre07.g343101.t1.1			
OG0015807		Cre03.g199650.t1.1			
OG0015808		Cre05.g238550.t1.1			
OG0015809		Cre10.g429650.t1.1			
OG0015810		Cre01.g025700.t1.1			
OG0015811		Cre07.g336100.t1.2			
OG0015812		Cre03.g155550.t1.2			
OG0015813		Cre04.g217906.t1.1			
OG0015814		Cre02.g078500.t1.2			
OG0015815		Cre05.g247250.t1.1			
OG0015816		Cre17.g711050.t1.1			
OG0015817		Cre17.g700750.t1.2			
OG0015818		Cre03.g198288.t1.1			
OG0015819		Cre02.g086350.t1.1			
OG0015820		Cre06.g277450.t1.2			
OG0015821		Cre17.g740100.t1.1			
OG0015822		Cre03.g157725.t1.1			
OG0015823		Cre03.g161850.t1.1			
OG0015824		Cre09.g401100.t1.2			
OG0015825		Cre04.g229226.t1.1			
OG0015826		Cre05.g241851.t4.1			
OG0015827		Cre14.g615650.t1.2			
OG0015828		Cre12.g504050.t1.1			
OG0015829		Cre36.g759597.t1.1			
OG0015830		Cre17.g704901.t1.1			
OG0015831		Cre10.g450600.t1.1			
OG0015832		Cre01.g022150.t1.1			
OG0015833		Cre16.g657979.t1.2			
OG0015834		Cre12.g494950.t1.2			
OG0015835		Cre09.g392616.t1.1			
OG0015836		Cre12.g536950.t1.1			
OG0015837		Cre15.g636100.t3.1			
OG0015838		Cre07.g337700.t1.1			
OG0015839		Cre02.g084150.t1.1			
OG0015840		Cre13.g578676.t1.1			
OG0015841		Cre12.g560500.t1.2			
OG0015842		Cre08.g363450.t1.2			
OG0015843		Cre10.g426650.t1.1			
OG0015844		Cre03.g157426.t1.1			
OG0015845		Cre17.g698532.t1.1			
OG0015846		Cre09.g388050.t1.2			
OG0015847		Cre02.g099950.t1.2			
OG0015848		Cre15.g640650.t1.1			
OG0015849		Cre13.g582600.t1.2			
OG0015850		Cre14.g624476.t1.1			
OG0015851		Cre10.g427900.t1.1			
OG0015852		Cre10.g428300.t1.1			
OG0015853		Cre04.g217971.t1.1			
OG0015854		Cre07.g344702.t1.1			
OG0015855		Cre16.g648200.t2.1			
OG0015856		Cre18.g748147.t1.1			
OG0015857		Cre15.g639500.t1.2			
OG0015858		Cre10.g418200.t1.2			
OG0015859		Cre11.g479100.t1.1			
OG0015860		Cre13.g565116.t1.1			
OG0015861		Cre12.g530400.t1.2			
OG0015862		Cre10.g465575.t1.1			
OG0015863		Cre10.g461200.t1.1			
OG0015864		Cre04.g228208.t1.2			
OG0015865		Cre24.g755497.t1.1			
OG0015866		Cre17.g704000.t1.2			
OG0015867		Cre06.g270600.t1.1			
OG0015868		Cre03.g182700.t1.1			
OG0015869		Cre07.g346698.t1.1			
OG0015870		Cre02.g095300.t1.1			
OG0015871		Cre16.g691100.t1.2			
OG0015872		Cre02.g092076.t1.1			
OG0015873		Cre13.g586050.t1.1			
OG0015874		Cre04.g212800.t1.1			
OG0015875		Cre01.g043450.t1.2			
OG0015876		Cre08.g358545.t1.1			
OG0015877		Cre12.g556000.t1.2			
OG0015878		Cre16.g669193.t1.1			
OG0015879		Cre16.g670400.t2.1			
OG0015880		Cre10.g447700.t1.1			
OG0015881		Cre07.g339850.t1.1			
OG0015882		Cre17.g724950.t1.2			
OG0015883		Cre07.g325732.t1.1			
OG0015884		Cre14.g612633.t1.1			
OG0015885		Cre02.g109501.t1.1			
OG0015886		Cre07.g326100.t2.1			
OG0015887		Cre07.g354750.t1.2			
OG0015888		Cre11.g467580.t1.1			
OG0015889		Cre35.g759497.t1.1			
OG0015890		Cre07.g357550.t1.2			
OG0015891		Cre10.g435350.t1.1			
OG0015892		Cre05.g242602.t1.1			
OG0015893		Cre03.g145647.t1.1			
OG0015894		Cre12.g497350.t1.1			
OG0015895		Cre08.g367550.t1.2			
OG0015896		Cre16.g663150.t1.2			
OG0015897		Cre06.g266300.t1.2			
OG0015898		Cre16.g695700.t1.2			
OG0015899		Cre07.g348350.t1.2			
OG0015900		Cre01.g000400.t1.2			
OG0015901		Cre04.g228500.t1.2			
OG0015902		Cre02.g073150.t1.2			
OG0015903		Cre12.g490950.t1.2			
OG0015904		Cre01.g062172.t1.1			
OG0015905		Cre03.g203793.t1.1			
OG0015906		Cre12.g537450.t1.2			
OG0015907		Cre01.g013700.t2.1			
OG0015908		Cre17.g724250.t1.1			
OG0015909		Cre06.g278166.t1.1			
OG0015910		Cre03.g172800.t1.2			
OG0015911		Cre08.g373550.t1.2			
OG0015912		Cre12.g515350.t3.1			
OG0015913		Cre02.g095900.t1.2			
OG0015914		Cre16.g681051.t1.1			
OG0015915		Cre07.g357033.t2.1			
OG0015916		Cre03.g160250.t1.1			
OG0015917		Cre09.g407900.t1.2			
OG0015918		Cre12.g518400.t1.2			
OG0015919		Cre16.g688863.t1.1			
OG0015920		Cre07.g353250.t1.2			
OG0015921		Cre01.g003250.t1.1			
OG0015922		Cre03.g154100.t1.1			
OG0015923		Cre09.g404750.t1.1			
OG0015924		Cre12.g492550.t1.1			
OG0015925		Cre09.g396438.t1.1			
OG0015926		Cre12.g545602.t1.1			
OG0015927		Cre05.g236050.t1.1			
OG0015928		Cre06.g278173.t1.1			
OG0015929		Cre05.g235355.t1.2			
OG0015930		Cre11.g467664.t1.1			
OG0015931		Cre03.g162150.t1.1			
OG0015932		Cre03.g159500.t3.1			
OG0015933		Cre10.g425150.t1.1			
OG0015934		Cre15.g643750.t1.2			
OG0015935		Cre16.g694703.t1.1			
OG0015936		Cre06.g275150.t1.2			
OG0015937		Cre12.g488500.t1.2			
OG0015938		Cre12.g541650.t2.1			
OG0015939		Cre12.g505900.t1.1			
OG0015940		Cre03.g145027.t1.1			
OG0015941		Cre02.g109200.t1.1			
OG0015942		Cre09.g402900.t1.1			
OG0015943		Cre03.g203050.t1.1			
OG0015944		Cre08.g369200.t1.1			
OG0015945		Cre12.g552700.t1.1			
OG0015946		Cre04.g218500.t1.2			
OG0015947		Cre17.g735700.t1.2			
OG0015948		Cre07.g339300.t1.2			
OG0015949		Cre09.g403650.t1.1			
OG0015950		Cre08.g366600.t1.1			
OG0015951		Cre02.g102200.t1.1			
OG0015952		Cre21.g752647.t1.1			
OG0015953		Cre06.g286150.t2.1			
OG0015954		Cre04.g214657.t1.1			
OG0015955		Cre03.g184750.t1.1			
OG0015956		Cre17.g699550.t1.1			
OG0015957		Cre16.g684550.t1.1			
OG0015958		Cre07.g315450.t1.1			
OG0015959		Cre12.g488400.t1.1			
OG0015960		Cre12.g486207.t1.2			
OG0015961		Cre02.g107950.t1.2			
OG0015962		Cre02.g076000.t1.2			
OG0015963		Cre07.g336350.t1.1			
OG0015964		Cre10.g427200.t2.1			
OG0015965		Cre09.g394806.t1.1			
OG0015966		Cre03.g179150.t1.2			
OG0015967		Cre01.g018075.t1.1			
OG0015968		Cre08.g368150.t1.1			
OG0015969		Cre11.g467683.t1.1			
OG0015970		Cre07.g340400.t1.2			
OG0015971		Cre02.g095053.t2.1			
OG0015972		Cre01.g031875.t1.1			
OG0015973		Cre08.g368550.t1.1			
OG0015974		Cre03.g154350.t1.2			
OG0015975		Cre06.g278179.t1.1			
OG0015976		Cre01.g010050.t1.1			
OG0015977		Cre07.g313650.t2.1			
OG0015978		Cre13.g588959.t1.2			
OG0015979		Cre10.g445100.t1.1			
OG0015980		Cre16.g667950.t1.2			
OG0015981		Cre12.g551977.t1.1			
OG0015982		Cre02.g084600.t1.2			
OG0015983		Cre10.g453766.t1.1			
OG0015984		Cre07.g332600.t1.1			
OG0015985		Cre18.g748197.t1.1			
OG0015986		Cre17.g700600.t1.1			
OG0015987		Cre16.g659000.t1.1			
OG0015988		Cre07.g335850.t1.2			
OG0015989		Cre06.g253600.t1.1			
OG0015990		Cre17.g717800.t1.2			
OG0015991		Cre13.g575500.t1.1			
OG0015992		Cre07.g324500.t1.2			
OG0015993		Cre03.g201215.t1.1			
OG0015994		Cre07.g324222.t5.1			
OG0015995		Cre02.g120200.t1.2			
OG0015996		Cre12.g540250.t1.2			
OG0015997		Cre16.g651650.t1.1			
OG0015998		Cre16.g691200.t1.1			
OG0015999		Cre07.g346600.t1.2			
OG0016000		Cre17.g720528.t1.2			
OG0016001		Cre02.g085750.t1.1			
OG0016002		Cre05.g240900.t1.2			
OG0016003		Cre13.g584600.t1.1			
OG0016004		Cre13.g606652.t1.1			
OG0016005		Cre09.g392252.t1.1			
OG0016006		Cre16.g681250.t1.1			
OG0016007		Cre15.g643028.t1.1			
OG0016008		Cre08.g376900.t2.1			
OG0016009		Cre05.g230700.t1.2			
OG0016010		Cre11.g480079.t1.2			
OG0016011		Cre12.g559700.t1.1			
OG0016012		Cre08.g358250.t1.2			
OG0016013		Cre16.g668600.t1.2			
OG0016014		Cre23.g754497.t1.1			
OG0016015		Cre04.g223350.t1.1			
OG0016016		Cre17.g745447.t1.1			
OG0016017		Cre06.g256950.t1.2			
OG0016018		Cre14.g630835.t1.1			
OG0016019		Cre01.g024150.t1.2			
OG0016020		Cre11.g480132.t1.1			
OG0016021		Cre09.g386143.t1.1			
OG0016022		Cre07.g353900.t1.2			
OG0016023		Cre04.g220100.t1.1			
OG0016024		Cre17.g741700.t1.1			
OG0016025		Cre10.g456440.t1.2			
OG0016026		Cre04.g226650.t1.1			
OG0016027		Cre08.g366250.t1.1			
OG0016028		Cre10.g422400.t1.1			
OG0016029		Cre01.g028000.t1.1			
OG0016030		Cre12.g541450.t1.2			
OG0016031		Cre11.g482276.t1.1			
OG0016032		Cre08.g362400.t1.1			
OG0016033		Cre03.g152200.t1.1			
OG0016034		Cre06.g278287.t1.1			
OG0016035		Cre09.g415600.t1.1			
OG0016036		Cre01.g023650.t1.1			
OG0016037		Cre12.g494650.t1.1			
OG0016038		Cre09.g394547.t1.1			
OG0016039		Cre06.g283250.t1.2			
OG0016040		Cre16.g695250.t1.1			
OG0016041		Cre02.g095042.t1.1			
OG0016042		Cre06.g270350.t1.1			
OG0016043		Cre16.g687070.t1.1			
OG0016044		Cre02.g102150.t1.1			
OG0016045		Cre14.g630600.t1.1			
OG0016046		Cre10.g460400.t1.1			
OG0016047		Cre03.g181000.t1.1			
OG0016048		Cre17.g702351.t1.1			
OG0016049		Cre02.g095053.t1.1			
OG0016050		Cre02.g095039.t1.1			
OG0016051		Cre07.g346500.t1.2			
OG0016052		Cre09.g410087.t1.2			
OG0016053		Cre13.g604600.t1.2			
OG0016054		Cre16.g682150.t1.2			
OG0016055		Cre02.g111600.t1.2			
OG0016056		Cre13.g577700.t1.2			
OG0016057		Cre17.g705650.t2.1			
OG0016058		Cre07.g346672.t1.1			
OG0016059		Cre12.g488173.t1.2			
OG0016060		Cre02.g082350.t1.1			
OG0016061		Cre02.g095067.t1.1			
OG0016062		Cre03.g150550.t1.2			
OG0016063		Cre05.g243802.t1.1			
OG0016064		Cre03.g173050.t1.2			
OG0016065		Cre12.g535300.t1.1			
OG0016066		Cre14.g611000.t1.1			
OG0016067		Cre07.g336400.t1.1			
OG0016068		Cre15.g639200.t1.1			
OG0016069		Cre16.g686510.t3.1			
OG0016070		Cre01.g021000.t1.1			
OG0016071		Cre13.g568350.t1.1			
OG0016072		Cre13.g563700.t1.1			
OG0016073		Cre05.g232350.t1.1			
OG0016074		Cre12.g508643.t1.1			
OG0016075		Cre01.g027500.t1.1			
OG0016076		Cre11.g477150.t1.1			
OG0016077		Cre13.g570000.t2.1			
OG0016078		Cre08.g384628.t1.1			
OG0016079		Cre06.g258350.t1.1			
OG0016080		Cre17.g697701.t1.1			
OG0016081		Cre17.g713750.t1.2			
OG0016082		Cre12.g533700.t1.1			
OG0016083		Cre03.g167622.t2.1			
OG0016084		Cre10.g439750.t1.2			
OG0016085		Cre02.g094900.t1.1			
OG0016086		Cre11.g467592.t1.1			
OG0016087		Cre14.g631750.t1.1			
OG0016088		Cre13.g588368.t1.1			
OG0016089		Cre16.g688350.t1.1			
OG0016090		Cre09.g390652.t1.1			
OG0016091		Cre10.g424000.t1.1			
OG0016092		Cre04.g221850.t1.2			
OG0016093		Cre08.g380151.t1.1			
OG0016094		Cre06.g282100.t1.2			
OG0016095		Cre17.g709750.t1.1			
OG0016096		Cre09.g390652.t2.1			
OG0016097		Cre04.g217982.t1.1			
OG0016098		Cre10.g451600.t2.1			
OG0016099		Cre15.g640350.t1.2			
OG0016100		Cre05.g242050.t1.2			
OG0016101		Cre12.g532800.t1.2			
OG0016102		Cre02.g083400.t1.1			
OG0016103		Cre09.g388875.t1.1			
OG0016104		Cre17.g741293.t1.2			
OG0016105		Cre15.g643740.t1.2			
OG0016106		Cre02.g111900.t2.1			
OG0016107		Cre11.g467711.t2.1			
OG0016108		Cre16.g680400.t1.1			
OG0016109		Cre06.g289750.t1.1			
OG0016110		Cre15.g641282.t1.1			
OG0016111		Cre16.g670550.t1.1			
OG0016112		Cre08.g378601.t1.1			
OG0016113		Cre16.g680150.t1.1			
OG0016114		Cre12.g523026.t1.1			
OG0016115		Cre08.g358576.t1.1			
OG0016116		Cre09.g413000.t1.1			
OG0016117		Cre08.g362550.t1.2			
OG0016118		Cre12.g534576.t1.1			
OG0016119		Cre01.g050624.t2.1			
OG0016120		Cre02.g077451.t1.1			
OG0016121		Cre12.g546950.t1.1			
OG0016122		Cre15.g641527.t1.1			
OG0016123		Cre02.g144001.t1.1			
OG0016124		Cre07.g328700.t1.1			
OG0016125		Cre17.g714800.t1.2			
OG0016126		Cre06.g260976.t1.1			
OG0016127		Cre08.g383600.t1.1			
OG0016128		Cre10.g454000.t1.2			
OG0016129		Cre12.g533750.t1.1			
OG0016130		Cre03.g199450.t1.2			
OG0016131		Cre12.g485600.t1.2			
OG0016132		Cre01.g023787.t1.1			
OG0016133		Cre17.g715450.t1.2			
OG0016134		Cre06.g270400.t1.2			
OG0016135		Cre02.g095650.t1.1			
OG0016136		Cre12.g537050.t1.2			
OG0016137		Cre16.g648950.t1.1			
OG0016138		Cre08.g367350.t1.2			
OG0016139		Cre01.g006733.t1.1			
OG0016140		Cre07.g348800.t1.1			
OG0016141		Cre03.g153300.t1.1			
OG0016142		Cre12.g494052.t1.1			
OG0016143		Cre06.g278237.t1.1			
OG0016144		Cre06.g297300.t1.1			
OG0016145		Cre02.g095062.t1.1			
OG0016146		Cre06.g299650.t1.2			
OG0016147		Cre16.g694000.t1.2			
OG0016148		Cre07.g350450.t1.1			
OG0016149		Cre05.g237250.t1.1			
OG0016150		Cre06.g303350.t1.2			
OG0016151		Cre02.g112266.t1.2			
OG0016152		Cre14.g631300.t1.2			
OG0016153		Cre01.g008500.t1.2			
OG0016154		Cre05.g240350.t1.1			
OG0016155		Cre17.g734821.t1.1			
OG0016156		Cre12.g529700.t1.2			
OG0016157		Cre12.g554350.t1.2			
OG0016158		Cre10.g433700.t1.1			
OG0016159		Cre04.g217220.t1.1			
OG0016160		Cre03.g204241.t1.1			
OG0016161		Cre04.g221770.t1.2			
OG0016162		Cre13.g562100.t1.2			
OG0016163		Cre12.g511950.t1.2			
OG0016164		Cre06.g249400.t1.1			
OG0016165		Cre02.g095054.t1.1			
OG0016166		Cre17.g740150.t1.1			
OG0016167		Cre16.g656050.t1.2			
OG0016168		Cre12.g550501.t1.1			
OG0016169		Cre12.g488450.t1.1			
OG0016170		Cre03.g151750.t1.2			
OG0016171		Cre08.g361900.t1.2			
OG0016172		Cre02.g079926.t1.1			
OG0016173		Cre02.g114001.t1.2			
OG0016174		Cre16.g684150.t1.2			
OG0016175		Cre12.g551552.t1.1			
OG0016176		Cre10.g445226.t1.1			
OG0016177		Cre03.g153500.t1.2			
OG0016178		Cre01.g010400.t1.2			
OG0016179		Cre07.g350451.t1.2			
OG0016180		Cre19.g750447.t1.1			
OG0016181		Cre09.g415001.t1.1			
OG0016182		Cre12.g546900.t1.1			
OG0016183		Cre13.g564583.t2.1			
OG0016184		Cre34.g759097.t1.1			
OG0016185		Cre10.g425251.t1.1			
OG0016186		Cre16.g694200.t1.1			
OG0016187		Cre01.g051482.t1.1			
OG0016188		Cre02.g078476.t1.1			
OG0016189		Cre16.g680550.t1.2			
OG0016190		Cre06.g261300.t1.2			
OG0016191		Cre12.g495959.t1.1			
OG0016192		Cre12.g508650.t1.1			
OG0016193		Cre13.g583150.t1.1			
OG0016194		Cre08.g366500.t1.2			
OG0016195		Cre12.g536425.t1.2			
OG0016196		Cre07.g353200.t1.1			
OG0016197		Cre03.g144011.t4.1			
OG0016198		Cre02.g103750.t1.2			
OG0016199		Cre08.g368000.t1.1			
OG0016200		Cre09.g390208.t1.1			
OG0016201		Cre06.g252913.t1.1			
OG0016202		Cre16.g663776.t1.1			
OG0016203		Cre17.g747897.t1.1			
OG0016204		Cre08.g360350.t2.1			
OG0016205		Cre06.g278216.t1.1			
OG0016206		Cre16.g672450.t2.1			
OG0016207		Cre02.g095130.t1.1			
OG0016208		Cre02.g146851.t1.1			
OG0016209		Cre01.g042402.t1.1			
