Orthogroup	athaliana	creinhardtii	esiliculosus	synechocystis	tisochrysis_lutea
OG0000412	C0Z371_AT3G27380, Q8LB02_AT5G40650, Q8LBZ7_AT3G27380, Q9FJP9_AT5G65165	Cre06.g264200.t1.2	Ec-07_007310	sll0823, sll1625	
OG0000413	F4JAG3_AT3G53520, Q8VZC0_AT3G53520, Q9SN95_AT3G46440	Cre03.g169400.t1.2	Ec-01_007350, Ec-12_002350	slr0809	Tiso_gene_12394
OG0000414	F4JBI5_AT3G47390, Q8GWP5_AT4G20960, Q9STY4_AT3G47390	Cre12.g555951.t1.1, Cre17.g728950.t1.1	Ec-07_005770	slr0066	Tiso_gene_1389
OG0000415	P19456_AT4G30190, P20431_AT5G57350, Q53XH7_AT5G62670, Q93ZM8_AT5G57350, Q9LV11_AT5G62670, Q9LY32_AT3G60330, Q9SU58_AT3G47950	Cre10.g459200.t1.2			
OG0000416	F4JF53_AT3G48790, Q7FK64_AT3G48790, Q9LSZ9_AT5G23670, Q9M304_AT3G48780	Cre04.g230144.t1.1	Ec-24_002690	slr0917	Tiso_gene_10992
OG0000417	F4J982_AT3G53030, Q0WRI9_AT5G22840, Q94AX8_AT3G53030, Q9FE52_AT5G22840, Q9FYB3_AT3G53030	Cre06.g278254.t1.1	Ec-20_001110		Tiso_gene_8561
OG0000418	A8MRF2_AT3G55400, Q9ASP8_AT3G55400, Q9M2T9_AT3G55400	Cre12.g487100.t1.2	Ec-16_002540	slr0649	Tiso_gene_284, Tiso_gene_284
OG0000419	Q8L968_AT4G13720	Cre02.g095089.t1.1, Cre13.g568950.t1.1, Cre16.g670350.t1.2	Ec-13_002810	slr0402	Tiso_gene_18793, Tiso_gene_9138
OG0000420	F4JUN0_AT4G14210, Q07356_AT4G14210, Q93ZB4_AT4G14210	Cre12.g509650.t1.2	Ec-18_001850	slr1254	Tiso_gene_2193, Tiso_gene_3579
OG0000421	Q8GUQ8_AT4G34890	Cre11.g467688.t1.1, Cre11.g467688.t2.1, Cre12.g545101.t1.1	Ec-00_002570, Ec-20_000210, Ec-20_000230		Tiso_gene_11775
OG0000422	B3H632_AT5G23250, P68209_AT5G08300, Q8LAD2_AT5G23250	Cre03.g193850.t1.2	Ec-10_000030	sll1557	Tiso_gene_11866, Tiso_gene_11866
OG0000423	F4K884_AT5G14800, P54904_AT5G14800	Cre03.g154550.t1.1	Ec-05_006410, Ec-07_007360	slr0661	Tiso_gene_8625, Tiso_gene_8625
OG0000424	B9DGD6_AT5G36880	Cre01.g055408.t1.1, Cre01.g071662.t1.1, Cre07.g353450.t1.2	Ec-21_006210	sll0542	Tiso_gene_1612, Tiso_gene_3617
OG0000425	Q9FND9_AT5G40390	Cre16.g666334.t1.1, Cre16.g666334.t2.1, Cre16.g666451.t1.1	Ec-17_000840, Ec-26_006290		Tiso_gene_16101, Tiso_gene_8673
OG0000426	Q9LVC8_AT5G57300	Cre02.g084300.t1.2, Cre05.g245450.t1.2	Ec-08_006620, Ec-28_002880	sll1653	Tiso_gene_19352, Tiso_gene_19352
OG0000427		Cre02.g144300.t1.2, Cre11.g479950.t1.2, Cre15.g641266.t1.1, Cre15.g641266.t2.1, Cre17.g710850.t1.2, Cre18.g748947.t1.1	Ec-25_000550		Tiso_gene_7909
OG0000428		Cre01.g011300.t1.1, Cre01.g037000.t1.1, Cre01.g037000.t2.1, Cre02.g116500.t1.1, Cre06.g279400.t1.2	Ec-10_005560, Ec-27_002670		Tiso_gene_514
OG0000429		Cre06.g279750.t1.2	Ec-04_004530, Ec-04_004560, Ec-07_001830	slr0786, slr0918	Tiso_gene_4247, Tiso_gene_5715
OG0000430		Cre06.g304000.t1.2, Cre13.g603400.t1.1	Ec-07_006640, Ec-14_005810, Ec-23_001540, Ec-23_001630		Tiso_gene_1494, Tiso_gene_3858
OG0000431		Cre02.g117550.t1.2, Cre03.g146587.t1.1, Cre09.g407250.t1.2, Cre09.g407250.t2.1	Ec-14_005850		Tiso_gene_14121, Tiso_gene_2724, Tiso_gene_4486
OG0000432		Cre11.g479600.t1.1, Cre11.g479600.t2.1	Ec-00_007310, Ec-04_005270		Tiso_gene_11252, Tiso_gene_14957, Tiso_gene_16588, Tiso_gene_7548
OG0000433		Cre01.g021600.t1.2, Cre01.g028200.t1.1, Cre01.g028200.t2.1	Ec-08_002660, Ec-26_002890		Tiso_gene_17708, Tiso_gene_17708, Tiso_gene_3136
OG0000434		Cre02.g118600.t1.2, Cre02.g142186.t1.1	Ec-09_000120, Ec-20_002350, Ec-20_004480	sll1633	Tiso_gene_15500, Tiso_gene_17932
OG0000435		Cre01.g000750.t1.1, Cre09.g399439.t1.1	Ec-07_005270, Ec-07_005280, Ec-12_008460		Tiso_gene_18236, Tiso_gene_2806, Tiso_gene_88
OG0000436		Cre02.g099500.t1.1, Cre02.g099500.t2.1, Cre02.g107550.t1.2, Cre02.g107550.t2.1	Ec-08_002260, Ec-17_002280		Tiso_gene_12103, Tiso_gene_20035
OG0000437		Cre02.g114350.t1.2, Cre09.g393551.t1.1	Ec-10_002320, Ec-28_003700		Tiso_gene_12358, Tiso_gene_16099, Tiso_gene_3583, Tiso_gene_7453
OG0000438		Cre12.g549100.t1.1, Cre12.g549100.t2.1, Cre12.g549100.t3.1, Cre12.g549100.t4.1, Cre12.g549100.t5.1	Ec-02_005970, Ec-25_002550		Tiso_gene_14919
OG0000439		Cre01.g013300.t1.1, Cre02.g092000.t1.1, Cre03.g200655.t1.1, Cre03.g200655.t2.1, Cre13.g579901.t1.1, Cre14.g617600.t1.2	Ec-01_007570		Tiso_gene_12875
OG0000440		Cre12.g489150.t1.2	Ec-10_004750, Ec-10_004800, Ec-10_004820, Ec-21_006100		Tiso_gene_11097, Tiso_gene_11098, Tiso_gene_5724
OG0000441		Cre03.g206593.t1.1, Cre16.g686002.t1.1, Cre16.g694202.t1.1	Ec-02_005590, Ec-07_004300, Ec-10_001660, Ec-20_001220		Tiso_gene_3807
OG0000442		Cre03.g207000.t1.2, Cre06.g255300.t1.2, Cre12.g542150.t1.2	Ec-07_004930, Ec-16_004520	sll0354	Tiso_gene_17132, Tiso_gene_7574
OG0000443		Cre06.g246958.t1.1, Cre11.g467522.t1.1, Cre11.g467523.t1.1, Cre17.g747997.t1.1, Cre17.g748047.t1.1, Cre40.g760247.t1.1			Tiso_gene_10914, Tiso_gene_20543
OG0000444		Cre10.g422300.t1.2	Ec-04_002280, Ec-06_010010, Ec-08_001690, Ec-08_002950	sll0221, slr0242	Tiso_gene_10511
OG0000445		Cre02.g144700.t1.2, Cre02.g144750.t1.1, Cre16.g655200.t1.2, Cre16.g655200.t2.1	Ec-13_001210, Ec-13_001370, Ec-13_001380, Ec-13_001680		
OG0000446		Cre01.g040950.t1.2, Cre03.g156650.t1.1, Cre09.g404550.t1.2	Ec-18_002290, Ec-26_006610, Ec-27_002660, Ec-27_002770		Tiso_gene_11300
OG0000447		Cre03.g201300.t1.1	Ec-04_000200, Ec-04_000210, Ec-04_000220, Ec-10_002340, Ec-10_002350, Ec-10_002360, Ec-11_000420		
OG0000448		Cre10.g426600.t1.2, Cre10.g426700.t1.1, Cre10.g426750.t1.2, Cre10.g426950.t1.2, Cre10.g427350.t1.1, Cre10.g427500.t1.2, Cre17.g731750.t1.1			Tiso_gene_12230
OG0000449		Cre03.g204800.t1.2, Cre05.g245158.t1.1, Cre24.g755097.t1.1	Ec-10_002230, Ec-26_002300	sll0086, slr1794	Tiso_gene_10981
OG0000450		Cre01.g053000.t1.2, Cre01.g053150.t1.2, Cre01.g053150.t2.1, Cre10.g421700.t1.2	Ec-19_004200		Tiso_gene_13013, Tiso_gene_3718, Tiso_gene_6069
OG0000451		Cre02.g096150.t1.2, Cre10.g436050.t1.2	Ec-04_002870, Ec-05_000630, Ec-22_002450	slr1516	Tiso_gene_12651, Tiso_gene_12652
OG0000452		Cre02.g079850.t1.1, Cre12.g550800.t1.1, Cre12.g550800.t2.1	Ec-04_000720, Ec-14_004450	sll5122, slr0790	Tiso_gene_18790
OG0000453		Cre03.g188300.t1.1, Cre03.g188400.t1.1	Ec-05_004940		Tiso_gene_1296, Tiso_gene_13239, Tiso_gene_15204, Tiso_gene_544, Tiso_gene_8947
OG0000454		Cre02.g108250.t1.1, Cre16.g648900.t1.1	Ec-06_000130, Ec-20_002060	sll1464	Tiso_gene_6947, Tiso_gene_9638, Tiso_gene_9656
OG0000455		Cre06.g291650.t1.2	Ec-01_005630, Ec-04_004110, Ec-25_001670, Ec-27_004210	ssl3044	Tiso_gene_5702, Tiso_gene_5881
OG0000456		Cre03.g173400.t1.1, Cre08.g384200.t1.2, Cre11.g467610.t1.1, Cre16.g676200.t1.1, Cre16.g676200.t2.1	Ec-01_004670		Tiso_gene_15503, Tiso_gene_15861
OG0000457		Cre07.g349600.t1.2, Cre09.g400775.t1.1	Ec-04_006410, Ec-11_002370, Ec-14_002770	slr1417, slr1565	Tiso_gene_14265
OG0000458		Cre04.g217945.t1.1, Cre04.g217945.t2.1, Cre04.g217945.t3.1, Cre09.g397250.t1.2	Ec-26_001950	sll0541	Tiso_gene_18552, Tiso_gene_19215
OG0000459		Cre06.g256500.t1.2, Cre06.g256500.t2.1, Cre06.g262950.t1.1, Cre06.g262977.t1.2	Ec-01_012100, Ec-05_005600, Ec-16_002310, Ec-24_000150		
OG0000460		Cre02.g106050.t1.2, Cre02.g106100.t1.2, Cre06.g278119.t1.1, Cre09.g412175.t1.1	Ec-01_002150		Tiso_gene_15877, Tiso_gene_15878, Tiso_gene_7105
OG0000461		Cre09.g405150.t1.1, Cre13.g591501.t1.1	Ec-01_000690	sll1820	Tiso_gene_11913, Tiso_gene_1548, Tiso_gene_4021, Tiso_gene_9833
OG0000462		Cre12.g493400.t1.1, Cre15.g635800.t1.1	Ec-01_006570, Ec-12_000530, Ec-15_001470	sll1120	Tiso_gene_10714, Tiso_gene_4544
OG0000463		Cre12.g552851.t1.1	Ec-01_007580, Ec-10_004480, Ec-20_004160, Ec-26_002990	slr1816	Tiso_gene_13936, Tiso_gene_8439
OG0000464		Cre03.g200543.t1.1, Cre03.g202400.t1.2, Cre06.g270150.t1.1	Ec-16_002560, Ec-21_001880		Tiso_gene_1642, Tiso_gene_7936, Tiso_gene_9681
OG0000465		Cre02.g141000.t1.1, Cre07.g345900.t1.1	Ec-02_005870, Ec-16_000030, Ec-22_003870	slr0346, slr1646	Tiso_gene_10753
OG0000466		Cre04.g224750.t1.2, Cre04.g224800.t1.2, Cre04.g225850.t1.2, Cre04.g225900.t1.2, Cre06.g278172.t1.1	Ec-05_004420, Ec-18_004450		Tiso_gene_16301
OG0000467		Cre07.g342000.t1.1, Cre10.g423750.t1.2	Ec-02_003340	sll0487, sll1407, slr1071, slr1618	Tiso_gene_6943
OG0000468		Cre03.g159800.t1.1	Ec-01_001600, Ec-03_003250, Ec-12_008850	slr1325	Tiso_gene_16305, Tiso_gene_16457, Tiso_gene_7349
OG0000469		Cre04.g213652.t1.1	Ec-00_000070, Ec-00_002130, Ec-00_007670, Ec-00_007680, Ec-00_009320, Ec-11_003690		Tiso_gene_6054
OG0000470		Cre16.g669125.t1.1, Cre16.g669150.t1.2, Cre17.g746997.t1.1	Ec-00_003330		Tiso_gene_12039, Tiso_gene_2052, Tiso_gene_3008, Tiso_gene_3008
OG0000471		Cre10.g429200.t1.1, Cre10.g437829.t1.2, Cre12.g524500.t1.2	Ec-05_001440, Ec-06_004080, Ec-12_007560, Ec-14_003300		Tiso_gene_12199
OG0000472		Cre16.g658526.t1.1		sll0374, sll0764, sll1001, sll1041, slr0251, slr1881	Tiso_gene_5826
OG0000473		Cre05.g234661.t1.1	Ec-01_007200, Ec-01_007210, Ec-01_007220, Ec-01_007230, Ec-24_001060		Tiso_gene_18535, Tiso_gene_18535
OG0000474		Cre01.g030200.t1.2	Ec-11_001300, Ec-12_006170, Ec-13_002060, Ec-sdr_f_000200		Tiso_gene_12509, Tiso_gene_13163, Tiso_gene_15788
OG0000475		Cre06.g252150.t1.2	Ec-14_003610, Ec-18_001200	sll1524	Tiso_gene_13674, Tiso_gene_144, Tiso_gene_18967, Tiso_gene_3180
OG0000476			Ec-01_002880, Ec-08_004590, Ec-28_000870		Tiso_gene_2073, Tiso_gene_2799, Tiso_gene_2800, Tiso_gene_6624, Tiso_gene_6676
OG0000477			Ec-02_000810, Ec-03_005050, Ec-03_005070, Ec-03_005090, Ec-03_005100, Ec-03_005140, Ec-12_008120, Ec-12_008150		
OG0000478			Ec-15_003460, Ec-22_001770	sll0536, sll0993	Tiso_gene_3239, Tiso_gene_7849, Tiso_gene_9753, Tiso_gene_9792
OG0000479				sll0041, sll1124, sll1473, slr0687, slr1212, slr1393, slr1805, slr1969	
OG0000480	AT3G05420	Cre02.g074650.t1.2, Cre10.g433150.t1.2	Ec-08_002310, Ec-17_001330		Tiso_gene_15886, Tiso_gene_2814
OG0000481	AT1G20860	Cre02.g075050.t1.2, Cre16.g686750.t1.2, Cre16.g686800.t1.2, Cre16.g686850.t1.2	Ec-26_006250		Tiso_gene_7472
OG0000482	G1C2Y6_ARTHMP086, P56751_ARTHCP027, P92533_ARTHMP086, P92533_AT2G07751, Q3EC47_AT2G07751	Cre08.g378900.t1.2		slr1279	
OG0000483	P19366_ARTHCP029, Q8H135_AT5G08670	Cre17.g698000.t1.2	Ec-07_003080	slr1329	Tiso_gene_9460, Tiso_gene_9460
OG0000484	G1C2X4_ARTHMP043, P56753_ARTHCP080, P93306_ARTHMP043	Cre09.g405850.t1.1		slr0261	Tiso_gene_7198, Tiso_gene_7198
OG0000485	Q0WLJ0_AT5G48880, Q56WD9_AT2G33150, Q570C8_AT5G48880, Q8LF48_AT1G04710	Cre17.g723650.t1.2	Ec-26_003940		Tiso_gene_16181
OG0000486	A1A6H3_AT1G17160, A8MQX7_AT1G17160	Cre10.g424500.t1.2, Cre12.g531150.t1.1	Ec-01_005220		Tiso_gene_18204, Tiso_gene_7682
OG0000487	F4JIZ3_AT4G33510, P29976_AT4G39980, Q00218_AT4G33510, Q9SK84_AT1G22410	Cre17.g726750.t1.2	Ec-01_004250		Tiso_gene_18975
OG0000488	F4I7M5_AT1G23820, O48661_AT1G70310, Q5PNT7_AT1G70310, Q9ZUB3_AT1G23820	Cre12.g558450.t1.2	Ec-17_001590		Tiso_gene_17803
OG0000489	O23627_AT1G29880, Q0WWW1_AT1G29880, Q9FXG2_AT1G29870	Cre05.g233800.t1.2	Ec-14_006280		Tiso_gene_3788, Tiso_gene_3788
OG0000490	O82768_AT1G31860, Q570A2_AT1G31860	Cre13.g576650.t1.2	Ec-19_001690	slr0608	Tiso_gene_11297, Tiso_gene_11297
OG0000491	F4HYE4_AT1G35530, F4HYE5_AT1G35530, I3XHK1_AT1G35530	Cre03.g208833.t1.1	Ec-10_002470		Tiso_gene_10288, Tiso_gene_13729
OG0000492	F4I3G8_AT1G55880, Q6NKY5_AT1G55880	Cre16.g664250.t1.2	Ec-01_011260, Ec-01_012080	sll0712	Tiso_gene_7852
OG0000493	B9DHF9_AT1G62640, P49243_AT1G62640	Cre04.g216950.t1.2	Ec-12_000650	slr1511	Tiso_gene_15991, Tiso_gene_15991
OG0000494	F4I3P5_AT1G63660, Q84WB8_AT1G63660, Q9CAD1_AT1G63660	Cre02.g092900.t1.2	Ec-13_002710	slr0213	Tiso_gene_6657
OG0000495	F4JTR2_AT4G38570, Q8GUK6_AT4G38570, Q8LBA6_AT1G68000	Cre10.g419800.t1.2	Ec-18_001300, Ec-23_001230		Tiso_gene_6541
OG0000496	Q9S7E9_AT1G70580	Cre06.g284700.t1.2, Cre10.g451950.t1.2	Ec-01_011040, Ec-03_003340		Tiso_gene_5959, Tiso_gene_5959
OG0000497	Q9C998_AT1G71100, Q9S726_AT3G04790, Q9ZU38_AT2G01290	Cre03.g187450.t1.2	Ec-08_003540	slr0194	Tiso_gene_18217
OG0000498	F4IA25_AT1G71750, Q682L7_AT1G71750, Q8L8L7_AT1G71750, Q9M9H1_AT1G71750	Cre08.g358900.t1.2, Cre17.g708100.t1.2	Ec-01_006480		
OG0000499	Q9SSM2_AT1G73050	Cre12.g514200.t1.2	Ec-00_005920, Ec-01_003260, Ec-14_002870		Tiso_gene_16765, Tiso_gene_6016
OG0000500	C0Z2P8_AT1G80460, F4HS76_AT1G80460, Q9M8L4_AT1G80460	Cre04.g224150.t1.2	Ec-21_004370	slr1672	Tiso_gene_12434
OG0000501	Q9SLA8_AT2G05990	Cre06.g294950.t1.1	Ec-22_001230, Ec-27_002470	slr1051	Tiso_gene_10778, Tiso_gene_10778
OG0000502	Q8VWJ1_AT2G18950	Cre06.g283750.t1.2, Cre09.g414000.t1.2	Ec-17_001240, Ec-21_000990	slr1736	Tiso_gene_13582
OG0000503	O82662_AT2G20420, Q56Z20_AT2G20420	Cre17.g703700.t1.1	Ec-02_001020	sll1023	Tiso_gene_15846, Tiso_gene_15846
OG0000504	Q53YK5_AT2G24580, Q9SJA7_AT2G24580	Cre12.g493500.t1.2		sll1025	Tiso_gene_10486, Tiso_gene_1463, Tiso_gene_16324
OG0000505	B3H5Y8_AT4G33010, O80988_AT2G26080, Q94B78_AT4G33010	Cre12.g534800.t1.1	Ec-23_004150	slr0293	Tiso_gene_428
OG0000506	O80889_AT2G32520	Cre06.g258600.t1.2, Cre06.g258600.t2.1, Cre06.g294000.t1.1	Ec-15_001680	sll1298	Tiso_gene_11623
OG0000507	O23647_AT2G36390, Q9LZS3_AT5G03650	Cre06.g270100.t1.1, Cre06.g289850.t1.1, Cre10.g444700.t1.1		sll0158	Tiso_gene_7773
OG0000508	F4IQ61_AT2G43090, Q9LYT7_AT2G43090, Q9ZW84_AT2G43090, Q9ZW85_AT2G43090	Cre06.g252650.t1.2	Ec-12_000170	sll1444	
OG0000509	P54967_AT2G43360, Q24JJ0_AT2G43360, Q84WG4_AT2G43360	Cre06.g261150.t1.2	Ec-24_000980	slr1364	Tiso_gene_10345
OG0000510	F4IW47_AT2G45290, F4JBY2_AT3G60750, Q8RWV0_AT3G60750	Cre02.g080200.t1.2	Ec-20_002600	sll1070	Tiso_gene_5008
OG0000511	Q0WSN6_AT2G45440, Q9FVC8_AT2G45440	Cre02.g107300.t1.2	Ec-16_004280	slr0550	Tiso_gene_14829, Tiso_gene_14829
OG0000512	Q96286_AT3G02470, Q9LSU6_AT3G25570, Q9S7T9_AT5G15950	Cre03.g205900.t1.2	Ec-22_002520, Ec-27_006890		Tiso_gene_11030
OG0000513	Q9M876_AT3G02660	Cre13.g606050.t1.2	Ec-18_001870	slr1031, ssr1720	Tiso_gene_10378, Tiso_gene_10378
OG0000514	B9DHP5_AT3G02875, P54968_AT3G02875, P54969_AT5G56650, Q67YZ8_AT5G56650	Cre12.g560800.t1.2, Cre17.g728100.t1.2		slr1653	
OG0000515	Q8RWZ3_AT3G06810	Cre16.g675850.t1.2	Ec-03_003490, Ec-11_005440		Tiso_gene_6475, Tiso_gene_8272, Tiso_gene_8272
OG0000516	C0Z3A0_AT3G06850, C0Z3C1_AT3G06850, Q9M7Z1_AT3G06850	Cre04.g228350.t1.1	Ec-06_009000		Tiso_gene_11793, Tiso_gene_11793
OG0000517	Q56Y55_AT4G29010, Q9ZPI5_AT3G06860, Q9ZPI6_AT4G29010	Cre16.g695050.t1.2	Ec-14_006530		Tiso_gene_5857, Tiso_gene_5857
OG0000518	Q8GUG5_AT3G10050, Q9ZSS6_AT3G10050	Cre02.g073200.t1.2	Ec-06_007490	slr2072	Tiso_gene_12535, Tiso_gene_12535
OG0000519	O23248_AT3G54420, P19171_AT3G12500, Q9M2U5_AT3G54420	Cre05.g233304.t1.1, Cre13.g570700.t1.1			Tiso_gene_10265, Tiso_gene_712
OG0000520	F4J6I5_AT3G24200, F4J6I6_AT3G24200, Q682L2_AT3G24200	Cre02.g112850.t1.1	Ec-07_001290	slr1300	Tiso_gene_11183
OG0000521	F4J0D8_AT3G28715, Q9FE04_AT3G28710, Q9LHA4_AT3G28715, Q9LJI5_AT3G28710	Cre03.g176250.t1.2	Ec-27_005790		Tiso_gene_5307
OG0000522	B9DHN8_AT3G42050, Q94C38_AT3G42050, Q9LX65_AT3G42050	Cre01.g027800.t1.2	Ec-00_000200		Tiso_gene_15850, Tiso_gene_15850
OG0000523	C0Z213_AT3G45100, Q7RJW2_AT3G45100, Q94BX4_AT3G45100	Cre01.g006800.t1.1	Ec-06_003950	slr1076	Tiso_gene_12400
OG0000524	A8MR07_AT3G52990, Q94KE3_AT3G52990, Q9LF93_AT3G52990	Cre02.g147900.t1.1, Cre02.g147900.t2.1, Cre02.g147900.t3.1, Cre02.g147900.t4.1			
OG0000525	B9DH71_AT3G58610, Q05758_AT3G58610, Q56WU3_AT3G58610	Cre10.g434750.t1.2	Ec-09_003170	sll1363	Tiso_gene_10173
OG0000526	C0Z311_AT4G02580, O22769_AT4G02580	Cre10.g450400.t1.2	Ec-21_003400	sll1220	Tiso_gene_2949, Tiso_gene_2949
OG0000527	P46637_AT4G08900		Ec-17_004300, Ec-17_004310, Ec-22_003700	sll0228, sll1077	Tiso_gene_4415
OG0000528	B9DHM5_AT4G15530, O23404_AT4G15530, Q0WLY6_AT4G15530	Cre10.g424750.t1.2, Cre17.g734548.t1.1	Ec-18_001310	slr0301	
OG0000529	Q944R7_AT4G16570	Cre02.g141626.t1.1	Ec-14_006300, Ec-20_001900, Ec-27_000650		Tiso_gene_1146, Tiso_gene_787
OG0000530	Q8GXU8_AT4G30580	Cre09.g398289.t1.1	Ec-02_006160, Ec-12_004670, Ec-21_003240	sll1848	Tiso_gene_13959
OG0000531	O65545_AT4G31050, Q948J9_AT4G31050	Cre16.g675250.t1.1	Ec-01_008620, Ec-11_004970	slr0994	Tiso_gene_8713
OG0000532	B9DI06_AT4G33030, O48917_AT4G33030	Cre16.g656400.t1.2	Ec-15_003040	slr1020	Tiso_gene_2295, Tiso_gene_2295
OG0000533	Q39243_AT4G35460	Cre01.g054150.t1.2, Cre02.g098850.t1.1, Cre07.g355600.t1.1	Ec-16_002640, Ec-19_001510	slr0600	
OG0000534	B5X574_AT5G65690, Q0WWL8_AT4G37870, Q56WR5_AT4G37870, Q9T074_AT4G37870	Cre02.g141400.t1.2	Ec-19_002930		Tiso_gene_19475
OG0000535	Q39078_AT4G39640, Q8VYW6_AT4G39640	Cre17.g698650.t1.1	Ec-21_006220	slr1269	Tiso_gene_12321, Tiso_gene_12321
OG0000536	Q9LM02_AT5G13710	Cre12.g500500.t1.1, Cre12.g500500.t2.1	Ec-27_003950, Ec-27_004130		Tiso_gene_11850, Tiso_gene_11850
OG0000537	F4JWT7_AT5G25480, Q6QPM1_AT5G25480, Q8LER4_AT5G25480	Cre12.g484600.t1.2	Ec-01_012190, Ec-01_012230		Tiso_gene_5540
OG0000538	F4K8N1_AT5G37850, Q8W1X2_AT5G37850	Cre03.g173800.t1.2, Cre03.g173800.t2.1	Ec-02_001230		Tiso_gene_6106, Tiso_gene_6106
OG0000539	F4K670_AT5G49650, Q949W8_AT5G49650	Cre07.g321100.t1.2	Ec-01_002810, Ec-10_003730		Tiso_gene_15124, Tiso_gene_15823
OG0000540	Q0WW83_AT5G57850, Q8L493_AT5G57850	Cre13.g576400.t1.2	Ec-01_007170		Tiso_gene_17748, Tiso_gene_17748, Tiso_gene_614
OG0000541	B5X0P4_AT5G58770, Q56Y11_AT5G58770	Cre17.g738250.t1.1	Ec-05_002690, Ec-09_002180	sll0506	Tiso_gene_8531
OG0000542	C0Z3J9_AT5G61410, Q9SAU2_AT5G61410	Cre12.g511900.t1.2	Ec-27_003930	sll0807	Tiso_gene_19140, Tiso_gene_4754
OG0000543	B9DG77_AT5G65110, F4KGI8_AT5G65110, O65201_AT5G65110	Cre05.g232002.t1.1, Cre05.g232002.t2.1, Cre11.g467350.t1.2			Tiso_gene_17967
OG0000544		Cre13.g584850.t1.1, Cre15.g636750.t1.2, Cre15.g636800.t1.1	Ec-16_001680	sll0067	Tiso_gene_12045, Tiso_gene_3535
OG0000545		Cre16.g670973.t1.1, Cre16.g682725.t1.1, Cre16.g688550.t1.2	Ec-06_008030, Ec-13_000340		Tiso_gene_19041, Tiso_gene_3233
OG0000546		Cre02.g114900.t1.1, Cre08.g383550.t1.2	Ec-06_007010, Ec-19_003780		Tiso_gene_17513, Tiso_gene_3378, Tiso_gene_7891
OG0000547		Cre12.g532500.t1.2, Cre17.g725650.t1.1	Ec-10_004650, Ec-21_002940, Ec-21_002950	sll1428	Tiso_gene_18081
OG0000548		Cre09.g387763.t1.1, Cre12.g511150.t1.2	Ec-19_001930, Ec-27_006990	slr1755	Tiso_gene_2811, Tiso_gene_2811
OG0000549		Cre08.g379100.t1.1, Cre08.g379100.t2.1, Cre16.g672750.t1.2	Ec-07_004410, Ec-14_001470		Tiso_gene_18301, Tiso_gene_18348
OG0000550		Cre03.g149650.t1.1, Cre08.g365825.t1.1, Cre08.g365825.t2.1	Ec-06_002810, Ec-06_002830, Ec-18_002140		Tiso_gene_4653
OG0000551		Cre08.g384390.t1.1, Cre16.g664301.t1.1	Ec-01_010260, Ec-04_005890, Ec-16_000610		Tiso_gene_1759, Tiso_gene_3265
OG0000552		Cre06.g262450.t1.1, Cre09.g396250.t1.2	Ec-16_001970	slr1652	Tiso_gene_14722, Tiso_gene_3522, Tiso_gene_3523
OG0000553		Cre07.g338700.t1.1, Cre07.g338700.t2.1, Cre07.g338800.t1.1, Cre07.g338800.t2.1, Cre07.g338900.t1.1	Ec-25_002080		Tiso_gene_7535
OG0000554		Cre04.g230732.t1.1, Cre09.g387250.t1.1, Cre16.g660390.t1.1, Cre16.g660390.t2.1	Ec-25_001070		Tiso_gene_12008, Tiso_gene_17849
OG0000555		Cre03.g197700.t1.2, Cre14.g614151.t1.1, Cre17.g745347.t1.1, Cre17.g745347.t2.1	Ec-12_005090		Tiso_gene_4833, Tiso_gene_5691
OG0000556		Cre09.g405750.t1.1, Cre13.g607350.t1.2	Ec-06_004120, Ec-22_001150		Tiso_gene_6150, Tiso_gene_6150, Tiso_gene_7660
OG0000557		Cre02.g115950.t1.2, Cre03.g170700.t1.1, Cre03.g173100.t1.2	Ec-19_001700, Ec-26_006300		Tiso_gene_16519, Tiso_gene_8689
OG0000558		Cre04.g228150.t1.2, Cre07.g318500.t1.1, Cre07.g319600.t1.2, Cre07.g320550.t1.2, Cre17.g722150.t1.2	Ec-28_003080		Tiso_gene_6671
OG0000559		Cre02.g085650.t1.1, Cre03.g169800.t1.2	Ec-06_006840, Ec-07_005020, Ec-10_004740	sll1786	Tiso_gene_486
OG0000560		Cre02.g097600.t1.1, Cre02.g103000.t1.2, Cre12.g488550.t1.2, Cre12.g552600.t1.1		sll1174	Tiso_gene_12432, Tiso_gene_1573
OG0000561		Cre04.g213500.t1.1, Cre16.g684850.t1.2	Ec-01_008520	sll1300	Tiso_gene_11432, Tiso_gene_17743, Tiso_gene_6175
OG0000562		Cre09.g406983.t1.1, Cre09.g407016.t1.1	Ec-04_002080		Tiso_gene_10238, Tiso_gene_10238, Tiso_gene_1101, Tiso_gene_1101
OG0000563		Cre05.g246050.t1.1, Cre05.g246050.t2.1, Cre09.g408825.t1.1	Ec-02_001560, Ec-04_001190, Ec-14_005270		Tiso_gene_9883
OG0000564		Cre10.g433100.t1.2	Ec-01_003890, Ec-08_000830, Ec-20_000780	slr1090	Tiso_gene_16106, Tiso_gene_19595
OG0000565		Cre07.g325600.t1.1, Cre07.g325743.t1.1	Ec-05_004040, Ec-19_004050, Ec-21_005080	slr1846	Tiso_gene_7378
OG0000566		Cre13.g587500.t1.1, Cre13.g587500.t2.1, Cre17.g719500.t1.1	Ec-17_004150, Ec-24_001500		Tiso_gene_12643, Tiso_gene_14442
